objective
1.5253816796882418
1.5254979810587281
1.5255030839079555
1.5256920778153988
1.5259909356602896
1.52767816639865
1.528287931332186
1.5292827271190494
1.529465708126008
1.5302833950694767
1.5488089964025222
1.5576352570653873
1.6257212221803827
1.9901107012042032
2.032162556390955
2.783653762147295
2.789558830379006
2.793103842282804
2.7945345013530574
2.7995784851694077
4.968646845411335
4.969781167382124
4.9754651054363395
4.975973227432416
4.99366811765661
